analysis,disease_category,project,taxon,genus,n_case,n_control,effect,se,stat,p,q,wilcoxon_p,rank_biserial,covariates,n_taxa_tested
within_project,IBD,PRJNA398089,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Prevotella,Prevotella,104,42,-0.07793216190132708,0.3153122787294888,-0.24715866510287812,0.8051399247340882,0.9027376448720289,0.2492825145861699,0.12225274725274726,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Enterocloster,Enterocloster,104,42,0.33247337641244123,0.3733157233011202,0.8905956959767937,0.3746420436294504,0.58007520684084,0.2045065931265495,0.13461538461538458,sex,151
within_project,IBD,PRJNA398089,Bacteria.Pseudomonadota.Alphaproteobacteria.Rickettsiales.Mitochondria.Incertae Sedis,Incertae Sedis,104,42,0.5570157542346738,0.2830682631292179,1.9677788957231193,0.05102810777708073,0.18010277394969995,0.030821831891966356,0.228937728937729,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.Incertae Sedis,Incertae Sedis,104,42,-0.5789014216850482,0.40234593454445083,-1.43881513886924,0.15238807739479332,0.3830682718283977,0.642126050852317,-0.0494505494505495,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Peptostreptococcus,Peptostreptococcus,104,42,0.6362033400319236,0.28139632968092954,2.2608800219722256,0.02527620538101869,0.12545430003476923,0.000556533393396776,0.3658424908424909,sex,151
within_project,IBD,PRJNA398089,Bacteria.Cyanobacteriota.Vampirivibrionia.Gastranaerophilales.Gastranaerophilaceae.CAG-196,CAG-196,104,42,-0.26224159003396746,0.3317703787121182,-0.7904309934236721,0.430584983442758,0.6312459466005481,0.2387837846817299,0.125,sex,151
within_project,IBD,PRJNA398089,Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Pseudomonadaceae.Pseudomonas,Pseudomonas,104,42,0.4726794456037008,0.3667084766953543,1.2889787819014138,0.19948671286805605,0.4365578788851662,0.24224812600649237,0.12408424908424909,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Holdemania,Holdemania,104,42,-0.158106510733159,0.31887182319819984,-0.4958309239975882,0.6207748835141144,0.7940737435364621,0.8204545933854754,0.02426739926739918,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Negativicutes.Acidaminococcales.Acidaminococcaceae.Acidaminococcus,Acidaminococcus,104,42,0.36181646071913914,0.33803462970470505,1.0703532387649426,0.28626361935354266,0.5085389002633522,0.004477416886773741,0.3012820512820513,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.[Eubacterium] brachy group,[Eubacterium] brachy group,104,42,0.1838638847514535,0.20724572542755504,0.887178176399711,0.37647265079736636,0.58007520684084,0.013487707799640484,0.26190476190476186,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Marinifilaceae.Butyricimonas,Butyricimonas,104,42,-0.41361668301655763,0.3305236292532828,-1.2513982251465596,0.21283251366617356,0.45911013662274586,0.35827922831594716,0.09752747252747263,sex,151
within_project,IBD,PRJNA398089,Bacteria.Fusobacteriota.Fusobacteriia.Fusobacteriales.Fusobacteriaceae.Fusobacterium,Fusobacterium,104,42,0.6948417208262482,0.5117253061145567,1.357841233418889,0.1766527801211422,0.4041601484589768,0.14575022621268094,0.1543040293040292,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Christensenellales.Christensenellaceae.Incertae Sedis,Incertae Sedis,104,42,-0.25295861760593147,0.2238927050192529,-1.1298207218684464,0.2604433467819281,0.4978094349882423,0.8678126085055673,0.017857142857142794,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Faecalicatena,Faecalicatena,104,42,0.3158327877029817,0.26904325260388434,1.17391082900706,0.24238212784362217,0.4815750171629862,0.02731972105168099,0.23397435897435903,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Anaerotruncus,Anaerotruncus,104,42,0.19401227130352297,0.23771204916322924,0.8161650702455598,0.41576320383877086,0.6167011493317524,0.03324565700356312,0.22573260073260082,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Sellimonas,Sellimonas,104,42,-0.22045471737081027,0.3430772717893092,-0.6425803616224278,0.5215253442768204,0.7159120635072717,0.3025181551549969,0.10943223443223449,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.Oscillospira,Oscillospira,104,42,0.3489610169537016,0.22028708879332068,1.5841192457770699,0.11537563383188605,0.3111021555109785,0.007214489785057767,0.2847985347985349,sex,151
within_project,IBD,PRJNA398089,Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Sutterellaceae.Parasutterella,Parasutterella,104,42,0.02298948018513849,0.5659037013908977,0.04062436794216781,0.9676520210769641,0.9806406388095408,0.840681370173462,0.021520146520146444,sex,151
within_project,IBD,PRJNA398089,Bacteria.Pseudomonadota.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae.Sphingomonas,Sphingomonas,104,42,0.44154420363913954,0.20199176287165288,2.185951532685519,0.030446144370953467,0.1393141757579992,0.0027560347020482157,0.3173076923076923,sex,151
within_project,IBD,PRJNA398089,Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Neisseriaceae.Neisseria,Neisseria,104,42,0.019383718888766062,0.2210248249238161,0.08769928398516925,0.9302383796264757,0.9555509885959036,0.017524334525238036,0.2518315018315018,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Faecalitalea,Faecalitalea,104,42,0.1629179948573809,0.3482407847345855,0.46783146029707623,0.6406173235727401,0.7940737435364621,0.05357667106033311,0.2046703296703296,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.NA,Selenomonadaceae,104,42,0.5470082100163239,0.27404825151543094,1.9960288270094046,0.04782982161815584,0.17615373327662273,0.004014853830142729,0.30494505494505497,sex,151
within_project,IBD,PRJNA398089,Bacteria.Campylobacterota.Campylobacteria.Campylobacterales.Campylobacteraceae.Campylobacter,Campylobacter,104,42,0.08074021650824813,0.247329991542454,0.32644733461040504,0.7445632150770038,0.8648388113586738,0.042831365136596446,0.21474358974358965,sex,151
within_project,IBD,PRJNA398089,Bacteria.Actinomycetota.Actinobacteria.Actinomycetales.Actinomycetaceae.Actinomyces,Actinomyces,104,42,-0.19493803316360223,0.20954285286069324,-0.9303015135200031,0.3537828242414913,0.562749350603957,0.5551257243516736,0.06272893772893773,sex,151
within_project,IBD,PRJNA398089,Bacteria.Pseudomonadota.NA.NA.NA.NA,Bacteria.Pseudomonadota.NA.NA.NA.NA,104,42,0.14481611971894498,0.29979042925345356,0.483057848376181,0.6297934025820036,0.7940737435364621,0.1026894274075932,0.17307692307692313,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Frisingicoccus,Frisingicoccus,104,42,0.5765557873970212,0.3579892717143256,1.6105392897279642,0.10948535845377456,0.30615350234296224,0.0060884831354577566,0.29075091575091583,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Negativibacillus,Negativibacillus,104,42,-0.027941125669575528,0.31191618094092854,-0.08957895542734631,0.9287471493773671,0.9555509885959036,0.4126616499249013,0.08699633699633691,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Eisenbergiella,Eisenbergiella,104,42,0.31535657937105005,0.4305958377435158,0.7323725677973043,0.46513987563623616,0.668297793755288,0.22693437302052044,0.1282051282051282,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.Flavonifractor,Flavonifractor,104,42,0.4412606316187551,0.4012599139657245,1.099687799007123,0.2733160354579346,0.5033014799286356,0.1341493223590594,0.15888278388278398,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Barnesiellaceae.Coprobacter,Coprobacter,104,42,0.35321153791862053,0.32003420703745755,1.1036680771980096,0.2715909093638004,0.5033014799286356,0.03149836460683718,0.2280219780219781,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Christensenellales.Christensenellaceae.NA,Christensenellaceae,104,42,0.04996423528458844,0.2969279944351614,0.16827054444507378,0.8666082057094318,0.9346988504437443,0.027929667263455443,0.23305860805860812,sex,151
within_project,IBD,PRJNA398089,Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Pasteurellaceae.Aggregatibacter,Aggregatibacter,104,42,0.2948444766205019,0.2750916691777161,1.0718044552269774,0.28561340225472653,0.5085389002633522,0.011652332231031152,0.26739926739926734,sex,151
within_project,IBD,PRJNA398089,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Atopobiaceae.Lancefieldella,Lancefieldella,104,42,-0.2913603795765739,0.21111217871438848,-1.380121134417131,0.16970316777428096,0.3942335128294835,0.4769960282529836,0.0755494505494505,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Dielma,Dielma,104,42,0.715088752515812,0.25854229041755233,2.7658482925981884,0.0064273238747109334,0.04765833499172551,0.0009795739253121998,0.34935897435897445,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.GCA-900066755,GCA-900066755,104,42,-0.17968381183285134,0.17055093127746146,-1.053549285758704,0.2938662180324887,0.5159744060802999,0.3190247978454077,0.10576923076923084,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Longibaculum,Longibaculum,104,42,0.11081578073755075,0.2999165001493236,0.36948877665075897,0.712310013597497,0.8469197799466304,0.3426662303492318,0.10073260073260082,sex,151
within_project,IBD,PRJNA398089,Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Neisseriaceae.Eikenella,Eikenella,104,42,0.3323240988195543,0.31809591744986754,1.0447292171611386,0.29791095794399103,0.5170638465464672,0.11508271204877703,0.1671245421245422,sex,151
within_project,IBD,PRJNA398089,Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Weeksellaceae.Cloacibacterium,Cloacibacterium,104,42,0.5197554147647782,0.23425147407679958,2.2187925041375656,0.028076766819339235,0.132487243428757,0.007794607550611468,0.28205128205128216,sex,151
within_project,IBD,PRJNA398089,Eukaryota.NA.NA.NA.NA.NA,Eukaryota.NA.NA.NA.NA.NA,104,42,0.31643285377652774,0.20352806028177545,1.5547382181033942,0.12221883745670538,0.3237727097537283,0.009671794059998358,0.2742673992673992,sex,151
within_project,IBD,PRJNA398089,Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Pasteurellaceae.Mannheimia,Mannheimia,104,42,0.1290022233939846,0.23341296273651593,0.5526780598711069,0.5813467637585181,0.7633335767611846,0.11608278866225365,0.16666666666666674,sex,151
within_project,IBD,PRJNA413199,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella,Collinsella,251,70,-0.7110314031453306,0.4886374355690068,-1.455130842190491,0.1466163628868327,0.21384403456706308,0.9020558600215594,-0.009675583380762687,,180
within_project,IBD,PRJNA413199,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Adlercreutzia,Adlercreutzia,251,70,-0.07930530175835943,0.2179268307859573,-0.363907929429081,0.7161678344757112,0.7765675313592049,0.08090137333999428,0.13648264086511097,,180
within_project,IBD,PRJNA413199,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Senegalimassilia,Senegalimassilia,251,70,-0.8682866176523534,0.28528750803824793,-3.0435493780398684,0.0025324758910680433,0.007830962302723121,0.8310456301986735,-0.016733067729083673,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Holdemanella,Holdemanella,251,70,-1.2645965576782507,0.3294580590771124,-3.838414398544919,0.00014931410499562664,0.000790486438212141,0.6385802138772556,-0.0367672168468981,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.NA,Erysipelotrichaceae,251,70,0.47901473757797636,0.1892531978832178,2.531078697404951,0.011851421715966488,0.0266656988609246,2.522350081094107e-06,0.3678998292544109,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.Limosilactobacillus,Limosilactobacillus,251,70,0.7734921070548303,0.2920595516176154,2.648405445980893,0.008489421916220654,0.0204802016619959,0.00012912929295822974,0.29926010244735335,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.Pediococcus,Pediococcus,251,70,0.6679138878876673,0.2751630323384029,2.427338738825384,0.015763259724256767,0.03377841369483593,0.00014961737723349458,0.2964143426294821,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.Weissella,Weissella,251,70,-0.06986320265820602,0.18822737025436578,-0.37116388845997594,0.7107618455084814,0.7753765587365252,0.010048260291714609,0.20125213431986344,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus,Streptococcus,251,70,0.6548650450779755,0.2509578630381541,2.6094621509365252,0.009495874342282806,0.02191355617449878,0.013427797954389595,0.1932840068298236,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Christensenellales.Christensenellaceae.Christensenellaceae R-7 group,Christensenellaceae R-7 group,251,70,-2.233119593514049,0.37446298143496304,-5.963525646665019,6.547080321293332e-09,5.892372289163998e-07,3.62072827735065e-07,-0.39772339214570285,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Clostridia UCG-014.Incertae Sedis.Incertae Sedis,Incertae Sedis,251,70,-1.1679168219958507,0.3373898371380197,-3.4616241908853893,0.0006101028423617313,0.002553918875002596,0.1781639390101719,-0.1052931132612408,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Clostridiales.Clostridiaceae.Clostridium,Clostridium,251,70,-0.008819317176415327,0.387175958622074,-0.022778576458627544,0.9818411386628187,0.9818411386628187,0.9413704105268488,-0.005805350028457612,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter,Agathobacter,251,70,-0.7966622394055357,0.457955932421686,-1.7396045842069556,0.08289299471895685,0.13688751421479115,0.5489706689585576,-0.046898121798520154,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Blautia,Blautia,251,70,0.06365588639836813,0.24064623428695509,0.2645206004863662,0.7915496162774165,0.8288176237939627,0.0006458597075196453,0.26670461013090496,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Coprococcus,Coprococcus,251,70,-2.0195769241470862,0.4123697005232778,-4.897491065867201,1.54553350322155e-06,2.7819603057987905e-05,1.708114093973292e-05,-0.3361411496869664,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Dorea,Dorea,251,70,-1.442564541776544,0.42126640067681104,-3.4243522375838773,0.0006967770152224808,0.0028504514259101487,0.03897709399017487,-0.16141149686966416,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae NK4A136 group,Lachnospiraceae NK4A136 group,251,70,-1.2305608063139004,0.31578281460756497,-3.8968580600029297,0.00011877770697214347,0.000680679148453106,0.0002770437576605651,-0.28423449060899264,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Mediterraneibacter,Mediterraneibacter,251,70,-1.0090478043971447,0.34427125215974513,-2.930967363864982,0.003623065458015886,0.010351615594331103,0.011018120832471716,-0.19874786568013658,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Roseburia,Roseburia,251,70,-0.8072178053394524,0.36779215819586103,-2.1947662214961725,0.028900791468489114,0.05654502678617436,0.10963382377420343,-0.12509960159362554,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Eubacterium] eligens group,[Eubacterium] eligens group,251,70,-0.6716526583337487,0.37194131116009627,-1.8058027924858455,0.07189168126190154,0.12208021346360638,0.2593318438032658,-0.08821855435401249,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.NA.NA.NA,Clostridia,251,70,-1.0087802451547059,0.24293350876795844,-4.152495266176958,4.225879167535734e-05,0.0003307209783288835,0.0011425762822898171,-0.25429709732498573,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.Colidextribacter,Colidextribacter,251,70,-0.1322986688102314,0.29118250608690127,-0.4543496468525751,0.6498861844293777,0.73112195748305,0.8344548424031578,0.016391576550939035,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.UCG-002,UCG-002,251,70,-1.9909678624886704,0.36916222449486424,-5.3932058330534,1.350285685177414e-07,6.076285583298363e-06,3.374459118612122e-06,-0.3632327831531019,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.CAG-352,CAG-352,251,70,-0.42562668320633296,0.2947338686660702,-1.444105101095669,0.14969082419694416,0.21384403456706308,0.10995736988931473,0.12498577120091059,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium,Faecalibacterium,251,70,-1.1507191306430644,0.4355426566004834,-2.642035431442485,0.008647196257287158,0.0204802016619959,0.2987432782072079,-0.08127490039840635,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Gemmiger,Gemmiger,251,70,-1.9029827787276334,0.4846871029212001,-3.92620882061518,0.00010577321025209504,0.0006565233739785209,0.0028505692162429253,-0.23323847467273762,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.NA,Ruminococcaceae,251,70,-1.1347747652730478,0.31284673779897526,-3.627254588801932,0.0003333991007513957,0.0015792588982960847,0.0013792710769487825,-0.25008537279453613,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Ruminococcus,Ruminococcus,251,70,-2.0818038702791344,0.45758452605965655,-4.5495504146652985,7.650198782832701e-06,8.606473630686789e-05,5.633991174940144e-05,-0.3148548662492886,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Subdoligranulum,Subdoligranulum,251,70,-0.405417145221289,0.27451892910523956,-1.4768276509845641,0.14070833924800746,0.20760246774296182,0.425235070543206,0.062379055207740564,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.[Eubacterium] siraeum group,[Eubacterium] siraeum group,251,70,-1.3966716120476468,0.27717631152963035,-5.038928486853544,7.855761146401297e-07,1.5711522292802594e-05,0.0032851188405878897,-0.22982356289129202,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.UCG-010.Incertae Sedis,Incertae Sedis,251,70,-1.000419853457213,0.18217759953520313,-5.491453702374077,8.151189443811823e-08,4.890713666287094e-06,0.06158487461096579,-0.14615822424587366,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Romboutsia,Romboutsia,251,70,-0.7996124662692132,0.4059607765895477,-1.9696791226647803,0.049740054191572264,0.08953209754483007,0.20023146120140956,-0.10017074558907224,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.NA.NA.NA.NA,Bacteria.Bacillota.NA.NA.NA.NA,251,70,-0.5242365636056586,0.14557658477210086,-3.6011049745832913,0.0003673290224026815,0.0016529806008120668,0.036169858111881927,-0.16380193511667618,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Negativicutes.Acidaminococcales.Acidaminococcaceae.Phascolarctobacterium,Phascolarctobacterium,251,70,-0.7687177605498695,0.2712907780510922,-2.8335565479674982,0.0048965097364375215,0.013154802276996325,0.01432873325019918,-0.1914627205463859,,180
within_project,IBD,PRJNA413199,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides,Bacteroides,251,70,0.10761681188557297,0.3346441645147102,0.321585801568168,0.7479771141141327,0.8062028774882867,0.44407423617942376,0.059874786568013594,,180
within_project,IBD,PRJNA413199,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Segatella,Segatella,251,70,-0.5567566520426852,0.333940150084099,-1.6672348380464956,0.09644910846784747,0.1509638219496743,0.3700358439363811,0.07011952191235049,,180
within_project,IBD,PRJNA413199,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae.Alistipes,Alistipes,251,70,-1.099674373965203,0.361809322988084,-3.0393754502600814,0.0025668154214481343,0.007830962302723121,0.005468480826327694,-0.2171883892999431,,180
within_project,IBD,PRJNA413199,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Tannerellaceae.Parabacteroides,Parabacteroides,251,70,-1.0103965910137818,0.36300791871853905,-2.7834009643111957,0.005700014444381067,0.014450740844909748,0.024766808448562987,-0.17552646556630624,,180
within_project,IBD,PRJNA413199,Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Klebsiella,Klebsiella,251,70,0.7402812263846195,0.3644867922021744,2.031023461541505,0.04308151166809606,0.07994507319852878,0.014798882282962923,0.19055207740466695,,180
within_project,IBD,PRJNA413199,Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Pasteurellaceae.Haemophilus,Haemophilus,251,70,0.41994909543160286,0.2631971192585532,1.5955687380417847,0.11157529385106159,0.17165429823240244,0.005979005440933501,0.21491178144564604,,180
within_project,IBD,PRJNA413199,Archaea.Methanobacteriota.Methanobacteria.Methanobacteriales.Methanobacteriaceae.Methanobrevibacter,Methanobrevibacter,251,70,-0.6009621898762936,0.20311163745652563,-2.958777731310076,0.0033196293631074588,0.009795627628841681,0.6220217630662703,0.038588503130335905,,180
within_project,IBD,PRJNA413199,Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Micrococcaceae.Rothia,Rothia,251,70,0.5487551112353428,0.22893144034969076,2.397028168770197,0.017103653964098683,0.035798345506253056,0.004164281979676567,0.2240182128628343,,180
within_project,IBD,PRJNA413199,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Eggerthella,Eggerthella,251,70,0.6138122311388825,0.32728579312486644,1.8754624980153054,0.06164236626872423,0.10668871084971501,0.033415656856935316,0.16630620375640293,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Bacilli.Lactobacillales.Enterococcaceae.Enterococcus,Enterococcus,251,70,1.330039959476798,0.4268071682046636,3.1162549707670655,0.001998164882573947,0.006843218026045551,0.0007900884621193464,0.2623790552077405,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus,Lactobacillus,251,70,1.0268834789942176,0.3582488236019219,2.86639735106365,0.004427677410462673,0.012224504675063044,0.0018426714326609023,0.24348321001707451,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Bacilli.Staphylococcales.Gemellaceae.Gemella,Gemella,251,70,0.8773665734699793,0.21594140416396654,4.0629844788995895,6.104997124085733e-05,0.00042265364705208926,1.9094507575702542e-05,0.33420603301081386,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.NA,Lachnospiraceae,251,70,-0.3835420718638137,0.2713884299756304,-1.4132587446644438,0.15855467302837936,0.22472315862289988,0.9877991737957862,-0.0012521343198633739,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Butyricicoccaceae.Agathobaculum,Agathobaculum,251,70,-0.3345434322300163,0.31420187121056814,-1.0647404197214851,0.2877986683500438,0.37268892304322215,0.7525279672803259,-0.024701195219123506,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.Intestinimonas,Intestinimonas,251,70,-0.5737784817636716,0.3210803501045261,-1.787024592370355,0.07488288885415226,0.12597121489483556,0.19018902077318256,-0.10244735344336942,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.NA,Oscillospiraceae,251,70,-0.11396055626468277,0.14804230336232577,-0.7697837285452813,0.4419978371265444,0.5234184913340657,0.15413560293586248,0.11143995446784283,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.NK4A214 group,NK4A214 group,251,70,-1.168529126458569,0.3339763364092117,-3.4988380884171493,0.0005337041322005029,0.002287303423716441,0.003692438088030151,-0.22697780307342064,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Acutalibacter,Acutalibacter,251,70,-0.46649249095297907,0.24732029487615617,-1.886187670876633,0.06017788637083458,0.10516523831796334,0.18920555311297282,-0.1026750142287991,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Incertae Sedis,Incertae Sedis,251,70,-1.0626348547469957,0.25072205412266896,-4.238298295957196,2.952148528515236e-05,0.0002623769934841048,0.0001662236421424418,-0.2943653955606147,,180
within_project,IBD,PRJNA413199,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Mogibacterium,Mogibacterium,251,70,-0.1139538049952307,0.23074243811641507,-0.4938571592007634,0.6217469245447775,0.7038644428808802,0.023487528489920587,0.17712009106431426,,180
within_project,IBD,PRJNA413199,Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Escherichia-Shigella,Escherichia-Shigella,251,70,1.2857728677043283,0.46516307501969206,2.764133562514387,0.006039198860844021,0.015097997152110052,0.00622244742632727,0.21388730791121224,,180
within_project,IBD,PRJNA413199,Bacteria.Verrucomicrobiota.Verrucomicrobiia.Verrucomicrobiales.Akkermansiaceae.Akkermansia,Akkermansia,251,70,-0.9522023739415129,0.3380632981278263,-2.816639307534272,0.005155231260126981,0.013256308954612238,0.02984048462068901,-0.16983494593056347,,180
within_project,IBD,PRJNA413199,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Incertae Sedis,Incertae Sedis,251,70,-1.4170782894625469,0.2656782161441115,-5.33381437902264,1.825785389354376e-07,6.572827401675753e-06,0.026499948818404947,-0.17347751849743887,,180
