project,tag,n_samples,route_a_name_pattern,route_b_condition_match,route_c_value_vocab,route_reviewed_ground_truth,top_values
PRJNA644520,Biofilm_status,262,True,False,True,False,"{""biofilm positive"": 150, ""biofilm negative"": 112}"
PRJNA644520,Cohort,262,True,False,False,True,"{""ibs"": 120, ""control"": 73, ""uc"": 69}"
PRJNA644520,Colonic_biofilm_status,262,True,False,True,False,"{""biofilm negative"": 136, ""biofilm positive"": 126}"
PRJNA644520,Disease_classification,262,True,False,False,False,"{""control"": 73, ""ibs-m"": 70, ""e3"": 45, ""ibs-d"": 38, ""e2"": 18}"
PRJNA644520,Ileal_biofilm_status,262,True,False,True,False,"{""biofilm negative"": 148, ""biofilm positive"": 114}"
PRJNA644520,gastrointest_disord,189,True,False,False,False,"{""irritable bowel syndrome"": 120, ""ulcerative colitis"": 69}"
PRJNA645635,isolation_source,103,False,False,False,True,"{""eczema infant stool"": 27, ""eczema infant fed breast milk"": 26, ""healthy infant stool"": 25, ""healthy infant fed breast milk"": 25}"
PRJNA648321,host_disease,422,True,False,True,True,"{""healthy"": 204, ""cdi positive"": 200, ""not applicable"": 18}"
PRJNA662100,diabetes_status,71,True,False,False,True,"{""normoglycemic"": 24, ""diabetic"": 24, ""prediabetic"": 23}"
PRJNA678221,group,802,True,False,False,False,"{""ip1"": 278, ""ip3"": 262, ""ip2"": 262}"
PRJNA684584,host_disease,103,True,False,True,False,"{""periodontitis positive"": 53, ""periodontitis negative"": 50}"
PRJNA685403,ARDS,133,False,False,True,True,"{""negative"": 71, ""positive"": 62}"
PRJNA685403,SIRS,133,False,False,True,False,"{""positive"": 132, ""negative"": 1}"
PRJNA685403,Sepsis,133,False,False,True,False,"{""positive"": 114, ""negative"": 19}"
PRJNA685403,Severe,133,False,False,True,False,"{""positive"": 108, ""negative"": 25}"
PRJNA685403,Shock,133,False,False,True,False,"{""positive"": 68, ""negative"": 65}"
PRJNA687633,Group,62,True,False,False,True,"{""rtt"": 42, ""control"": 20}"
PRJNA688751,blood_blood_disord,54,True,False,False,False,"{""24.0"": 12, ""24.28"": 11, ""24.42"": 8, ""25.86"": 4, ""26.72"": 4}"
PRJNA688751,foetal_health_stat,54,True,False,False,False,"{""no"": 36, ""yes"": 18}"
PRJNA688839,group,91,True,False,False,False,"{""cci"": 81, ""healthy"": 10}"
PRJNA704289,allergic_or_nonallergic,93,False,False,False,True,"{""allergic"": 67, ""non-allergic"": 26}"
PRJNA715072,NEC,511,False,False,False,True,"{""0"": 477, ""1"": 34}"
PRJNA715072,is_healthy,520,True,False,False,False,"{""no"": 461, ""yes"": 59}"
PRJNA720101,host_disease,101,True,False,False,True,"{""ac-cd"": 31, ""hc"": 30, ""re-cd"": 29, ""nc"": 11}"
PRJNA721421,host_disease,455,True,False,False,False,"{""2relapsingremittingms"": 333, ""3secondaryprogressivems"": 62, ""1healthycontrol"": 45, ""4primaryprogressivems"": 15}"
PRJNA721421,host_phenotype,455,True,False,False,True,"{""2"": 61, ""2.5"": 61, ""1.5"": 56, ""1"": 56, ""0"": 53}"
PRJNA729511,description,3941,False,False,True,False,"{""diarrheal_control"": 1516, ""case"": 1516, ""nondiarrheal_control"": 909}"
PRJNA729511,group,3941,True,False,True,True,"{""diarrheal_control"": 1516, ""case"": 1516, ""nondiarrheal_control"": 909}"
PRJNA736821,Group,79,True,False,False,True,"{""health"": 40, ""case"": 39}"
PRJNA750272,gastrointest_disord,90,True,False,False,False,"{""uclerative_colitis"": 80, ""na"": 10}"
PRJNA760529,gastrointest_disord,168,True,False,False,True,"{""fgid"": 98, ""non_fgid"": 70}"
PRJNA762104,group,85,True,False,False,False,"{""probiotics"": 46, ""placebo"": 39}"
